Code,Description
"1109701","Cody, WY: Yellowstone Regional"
"1109702","Cody, WY: Yellowstone Regional"
"1109801","Coeur d'Alene, ID: Coeur d'Alene - Pappy Boyington Field"
"1109802","Coeur d'Alene, ID: Coeur d'Alene - Pappy Boyington Field"
"1109901","Cocoa Beach, FL: Patrick AFB"
"1109902","Cocoa Beach, FL: Patrick AFB"
"1109903","Cocoa Beach, FL: Patrick AFB"
"1110001","Condoto, Colombia: Mandinga"
"1110101","Cooch Behar, India: Cooch Behar Airport"
"1110102","Cooch Behar, India: Cooch Behar Airport"
"1110201","Coonabarabran, Australia: Coonabarabran Airport"
"1110202","Coonabarabran, Australia: Coonabarabran Airport"
"1110301","Kochi, India: Cochin"
"1110302","Kochi, India: Cochin International"
"1110401","Coll Island, United Kingdom: Coll/Ballard"
"1110402","Coll Island, United Kingdom: Coll"
"1110501","Coleman, TX: Coleman Municipal"
"1110601","Concord, NH: Concord Municipal"
"1110602","Concord, NH: Concord Municipal"
"1110701","Cotonou, Benin: Card Bernardin Gadin de Cadjehoun International"
"1110702","Cotonou, Benin: Card Bernardin Gadin de Cadjehoun International"
"1110801","Cordoba, Argentina: Ambrosio L. V. Taravella"
"1110802","Cordoba, Argentina: Ambrosio L. V. Taravella"
"1110901","Colorado Springs, CO: Peterson Field"
"1110902","Colorado Springs, CO: City of Colorado Springs Municipal"
"1111001","Cotulla, TX: Cotulla-La Salle County"
"1111002","Cotulla, TX: Cotulla-La Salle County"
"1111003","Cotulla, TX: Cotulla-La Salle County"
"1111101","Columbia, MO: Columbia Regional"
"1111102","Columbia, MO: Columbia Regional"
"1111201","Coolawanyah, Australia: Coolawanyah Airport"
"1111301","Cape Palmas, Liberia: Cape Palmas Airport"
"1111302","Cape Palmas, Liberia: Cape Palmas Airport"
"1111401","Capurgana, Colombia: Capurgana Airport"
"1111402","Capurgana, Colombia: Capurgana Airport"
"1111501","Chapelco, Argentina: Chapelco Airport"
"1111502","Chapelco, Argentina: Aviador C. Campos"
"1111601","Coober Pedy, Australia: Coober Pedy Airport"
"1111602","Coober Pedy, Australia: Coober Pedy Airport"
"1111701","Campeche, Mexico: Campeche International"
"1111702","Campeche, Mexico: Ingeniero Alberto Acuna Ongay International"
"1111801","Copenhagen, Denmark: Kastrup"
"1111802","Copenhagen, Denmark: Kastrup"
"1111901","Cape Rodney, Papua New Guinea: Cape Rodney Airport"
"1112001","Copiapo, Chile: Chamonate"
"1112101","Campinas, Brazil: Viracopos International"
"1112201","Casper, WY: Casper/Natrona County International"
"1112202","Casper, WY: Casper/Natrona County International"
"1112301","St. Louis, MO: Bi-State Parks"
"1112401","Cape Town, South Africa: D F Malan"
"1112402","Cape Town, South Africa: Cape Town International"
"1112403","Cape Town, South Africa: Cape Town International"
"1112501","Campina Grande, Brazil: Presidente Joao Suassuna"
"1112502","Campina Grande, Brazil: Presidente Joao Suassuna"
"1112601","Culebra, Puerto Rico: Culebra Airport"
"1112602","Culebra, PR: Benjamin Rivera Noriega"
"1112603","Culebra, PR: Benjamin Rivera Noriega"
"1112604","Culebra, PR: Benjamin Rivera Noriega"
"1112701","Calais, France: Calais/Marck"
"1112702","Calais, France: Calais Dunkerque"
"1112801","Carbondale, CO: Glen-Aspen"
"1112802","Carbondale, CO: Glen-Aspen"
"1113001","Cheraw, SC: Cheraw Municipal/Lynch Bellinger Field"
"1113002","Cheraw, SC: Cheraw Municipal/Lynch Bellinger Field"
"1113003","Cheraw, SC: Cheraw Municipal/Lynch Bellinger Field"
"1113101","Craiova, Romania: Craiova Airport"
"1113102","Craiova, Romania: Craiova Airport"
"1113201","Collarenebri, Australia: Collarenebri Airport"
"1113202","Collarenebri, Australia: Collarenebri Airport"
"1113301","Cartago, Colombia: Cartago Airport"
"1113401","Comodoro Rivadavia, Argentina: Comodoro Rivadavia Airport"
"1113402","Comodoro Rivadavia, Argentina: Comodoro Rivadavia Airport"
"1113501","Myrtle Beach, SC: Grand Strand"
"1113502","Myrtle Beach, SC: Grand Strand"
"1113601","Jacksonville, FL: Craig Municipal"
"1113701","Crooked Island, The Bahamas: Crooked Island Airport"
"1113702","Crooked Island, The Bahamas: Colonel Hill"
"1113703","Crooked Island, The Bahamas: Colonel Hill"
"1113801","Luzon Island, Philippines: Luzon Island Airport"
"1113802","Luzon Island, Philippines: Diosdado Macapagal International"
"1113901","Charleroi, Belgium: Gosselies"
"1113902","Charleroi, Belgium: Brussels South"
"1114001","Corpus Christi, TX: Corpus Christi International"
"1114002","Corpus Christi, TX: Corpus Christi International"
"1114101","Caravelas, Brazil: Caravelas Airport"
"1114102","Caravelas, Brazil: Caravelas Airport"
"1114201","Ceres, Argentina: Ceres Airport"
"1114202","Ceres, Argentina: Ceres Airport"
"1114301","Corsicana, TX: C David Campbell Field-Corsicana Municipal"
"1114302","Corsicana, TX: C David Campbell Field-Corsicana Municipal"
"1114401","Carriacou, Carriacou: Carriacou Airport"
"1114402","Carriacou, Grenada: Lauriston"
"1114403","Carriacou, Grenada: Lauriston"
"1114501","Crotone, Italy: Crotone Airport"
"1114502","Crotone, Italy: Crotone Airport"
"1114503","Crotone, Italy: Crotone Airport"
"1114601","Charleston/Dunbar, WV: Kanawha"
"1114602","Charleston/Dunbar, WV: Yeager"
"1114603","Charleston/Dunbar, WV: Yeager"
"1114701","Corinth, MS: Roscoe Turner"
"1114801","Cresswell Downs, Australia: Cresswell Downs Airport"
"1114901","Crested Butte, CO: Buckhorn Ranch"
"1114902","Crested Butte, CO: Buckhorn Ranch"
"1115001","Columbus, GA: Columbus Metropolitan"
"1115002","Columbus, GA: Columbus Metropolitan"
"1115101","Casino, Australia: Casino Airport"
"1115102","Casino, Australia: Casino Airport"
"1115201","Clinton, OK: Clinton/Sherman"
"1115202","Clinton, OK: Sherman"
"1115203","Clinton, OK: Clinton Sherman"
"1115301","Carson City, NV: Carson"
"1115302","Carson City, NV: Carson"
"1115401","Cape Spencer, AK: Cape Spencer C.G. Helipad"
"1115501","Casuarito, Colombia: Casuarito Airport"
"1115601","Cassilandia, Brazil: Cassilandia Airport"
"1115602","Cassilandia, Brazil: Cassilandia Airport"
"1115701","Castaway, Fiji: Castaway Airport"
"1115801","Cape Sabine, AK: Cape Sabine Airport"
"1115901","Crossville, TN: Crossville Memorial-Whitson Field"
"1115902","Crossville, TN: Crossville Memorial-Whitson Field"
"1116001","Changsha, China: Huanghua"
"1116101","Catania, Italy: Catania-Fontanarossa"
"1116201","Cut Bank, MT: Cut Bank Municipal"
"1116301","Catamarca, Argentina: Catamarca Aeroclub"
"1116401","Cartagena, Colombia: Rafael Nunez"
"1116402","Cartagena, Colombia: Rafael Nunez"
"1116501","Coatesville, PA: Chester County G. O. Carlson"
"1116502","Coatesville, PA: Chester County G. O. Carlson"
"1116601","Charleville, Australia: Charleville Airport"
"1116602","Charleville, Australia: Charleville Airport"
"1116701","Chetumal, Mexico: Chetumal International"
"1116702","Chetumal, Mexico: Chetumal International"
"1116801","Cooktown, Australia: Cooktown Airport"
"1116802","Cooktown, Australia: Cooktown Airport"
"1116901","Calverton, NY: Calverton Executive Airpark"
"1117001","Sapporo, Japan: New Chitose"
"1117101","Le Castellet, France: Le Castellet Airport"
"1117201","Chengdu, China: Chengdu Airport"
"1117202","Chengdu, China: Shuangliu"
"1117301","Cottonwood, AZ: Cottonwood Airport"
"1117302","Cottonwood, AZ: Cottonwood Airport"
"1117303","Cottonwood, AZ: Cottonwood Airport"
"1117401","Cortland, NY: Cortland County Chase Field"
"1117402","Cortland, NY: Cortland County Chase Field"
"1117501","Cross City, FL: Cross City Airport"
"1117502","Cross City, FL: Cross City Airport"
"1117601","Columbia, SC: Owens Field"
"1117602","Columbia, SC: Jim Hamilton L. B. Owens"
"1117701","Cucuta, Colombia: Camilo Daza"
"1117702","Cucuta, Colombia: Camilo Daza"
"1117801","Cuenca, Ecuador: Cuenca Airport"
"1117901","Cuneo, Italy: Levaldigi"
"1117902","Cuneo, Italy: Levaldigi"
"1118001","Culiacan, Mexico: Culiacan International"
"1118002","Culiacan, Mexico: Culiacan International"
"1118101","Cumana, Venezuela: Cumana Airport"
"1118301","Carupano, Venezuela: General Jose Francisco Bermudez"
"1118302","Carupano, Venezuela: General Jose Francisco Bermudez"
"1118401","Coen, Australia: Coen Airport"
"1118402","Coen, Australia: Coen Airport"
"1118501","Willemstad, Netherlands Antilles: Dr Albert Plesman"
"1118502","Willemstad, Netherlands Antilles: Hato"
"1118503","Willemstad, Curacao: Hato"
"1118504","Willemstad, Curacao: Hato"
"1118601","Cutral-Co, Argentina: Cutral-Co Airport"
"1118602","Cutral-Co, Argentina: Cutral-Co Airport"
"1118701","Chihuahua, Mexico: General Roberto Fierro Villalobos International"
"1118801","Cube Cove, AK: Cube Cove Airport"
"1118901","Cue, Australia: Cue Airport"
"1118902","Cue, Australia: Cue Airport"
"1119001","Cusco, Peru: Teniente Alejandro Velasco Astete International"
"1119002","Cusco, Peru: Teniente Alejandro Velasco Astete International"
"1119101","Pittsburgh, PA: Civic Arena H/P"
"1119201","Courchevel, France: Courchevel Airport"
"1119202","Courchevel, France: Courchevel Airport"
"1119301","Cincinnati, OH: Cincinnati/Northern Kentucky International"
"1119302","Cincinnati, OH: Cincinnati/Northern Kentucky International"
"1119401","Cuernavaca, Mexico: Cuernavaca Airport"
"1119402","Cuernavaca, Mexico: General Mariano Matamoros"
"1119501","Cape Vogel, Papua New Guinea: Cape Vogel Airport"
"1119502","Cape Vogel, Papua New Guinea: Cape Vogel Airport"
"1119601","Ciudad Victoria, Mexico: Ciudad Victoria International"
"1119602","Ciudad Victoria, Mexico: General Pedro Jose Mendez International"
"1119701","Clovis, NM: Clovis Municipal"
"1119702","Clovis, NM: Clovis Municipal"
"1119703","Clovis, NM: Clovis Municipal"
"1119801","Corvallis, OR: Corvallis Municipal"
"1119802","Corvallis, OR: Corvallis Municipal"
"1119901","Carnarvon, Australia: Carnarvon Airport"
"1119902","Carnarvon, Australia: Carnarvon Airport"
"1120001","Clovis, NM: Cannon AFB"
"1120002","Clovis, NM: Cannon AFB"
"1120003","Clovis, NM: Cannon AFB"
"1120101","Coventry, United Kingdom: Coventry Airport"
"1120102","Coventry, United Kingdom: Coventry Airport"
"1120201","Charlevoix, MI: Charlevoix Municipal"
"1120202","Charlevoix, MI: Charlevoix Municipal"
"1120301","Mosinee, WI: Central Wisconsin"
"1120302","Mosinee, WI: Central Wisconsin"
"1120401","Curitiba, Brazil: Afonso Pena"
"1120402","Curitiba, Brazil: Afonso Pena"
"1120701","Clinton, IA: Clinton Municipal"
"1120702","Clinton, IA: Clinton Municipal"
"1120801","Cardiff, United Kingdom: Cardiff Airport"
"1120802","Cardiff, United Kingdom: Cardiff Airport"
"1120901","Center Island, WA: Center Island Airport"
"1121001","Cowra, Australia: Cowra Airport"
"1121002","Cowra, Australia: Cowra Airport"
"1121101","Caicara, Venezuela: Caicara Venez."
"1121201","Cox's Bazar, Bangladesh: Cox's Bazar Airport"
"1121202","Cox's Bazar, Bangladesh: Cox's Bazar Airport"
"1121301","Chitina, AK: Chitina Airport"
"1121302","Chitina, AK: Chitina Airport"
"1121401","Coldfoot, AK: Coldfoot Airport"
"1121402","Coldfoot, AK: Coldfoot Airport"
"1121501","Vancouver, Canada: Coal Harbour Seaplane Base"
"1121601","Christmas Island, Kiribati: Christmas Island Airport"
"1121602","Christmas Island, Kiribati: Christmas Island Airport"
"1121701","Caxias Do Sul, Brazil: Campo Dos Bugres"
"1121702","Caxias Do Sul, Brazil: Campo Dos Bugres"
"1121801","Calexico, CA: Calexico International"
"1121802","Calexico, CA: Calexico International"
"1121803","Calexico, CA: Calexico International"
"1121901","Conroe, TX: Lone Star Executive"
"1121902","Conroe, TX: Lone Star Executive"
"1122001","Cilacap, Indonesia: Tunggul Wulung"
"1122002","Cilacap, Indonesia: Tunggul Wulung"
"1122201","Charters Towers, Australia: Charters Towers Airport"
"1122202","Charters Towers, Australia: Charters Towers Airport"
"1122301","Cat Cay, The Bahamas: Cat Cay Airport"
"1122401","Les Cayes, Haiti: Cayes"
"1122402","Les Cayes, Haiti: Cayes"
"1122501","Cayman Brac, Cayman Islands: Gerrard Smith International"
"1122502","Cayman Brac, Cayman Islands: Gerrard Smith International"
"1122601","Caye Chapel, Belize: Caye Chapel Airport"
"1122602","Caye Chapel, Belize: Caye Chapel Airport"
"1122603","Caye Chapel, Belize: Caye Chapel Airport"
"1122701","Chefornak, AK: Chefornak Airport"
"1122702","Chefornak, AK: Chefornak Airport"
"1122901","Chiayi, Taiwan: Chiayi Airport"
"1122902","Chiayi, Taiwan: Chiayi Airport"
"1122903","Chiayi, Taiwan: Chiayi Airport"
"1123001","Chatham, AK: Chatham Airport"
"1123101","Calbayog, Philippines: Calbayog Airport"
"1123102","Calbayog, Philippines: Calbayog Airport"
"1123201","Colonia, Uruguay: Colonia International"
"1123202","Colonia, Uruguay: Laguna de Los Patos International"
"1123301","Cheyenne, WY: Cheyenne Regional/Jerry Olson Field"
"1123302","Cheyenne, WY: Cheyenne Regional/Jerry Olson Field"
"1123401","Cape Yakataga, AK: Yakataga"
"1123402","Cape Yakataga, AK: Yakataga"
"1123501","Cauayan, Philippines: Cauayan Airport"
"1123502","Cauayan, Philippines: Cauayan Airport"
"1123601","Chichen Itza, Mexico: Chichen Itza Airport"
"1123602","Chichen Itza, Mexico: Chichen Itza International"
"1123701","Cruz Alta, Brazil: Cruz Alta Airport"
"1123801","Copper Center, AK: Copper Center 2"
"1124001","Coro, Venezuela: Jose Leonardo Chirinos"
"1124002","Coro, Venezuela: Jose Leonardo Chirinos"
"1124101","Cape Romanzof, AK: Cape Romanzof AFS"
"1124102","Cape Romanzof, AK: Cape Romanzof LRRS"
"1124201","Corozal, Belize: Corozal Municipal"
"1124202","Corozal, Belize: Corozal Airport"
"1124203","Corozal, Belize: Corozal Airport"
"1124301","Constantine, Algeria: Constantine/Ain El Bey"
"1124401","Cozumel, Mexico: Cozumel International"
"1124402","Cozumel, Mexico: Cozumel International"
"1124501","Chisana, AK: Chisana Airport"
"1124502","Chisana, AK: Chisana Airport"
"1124601","Chistochina, AK: Chistochina Airport"
"1124701","Cape Pole, AK: Cape Pole Airport"
"1124801","Cruzeiro Do Sul, Brazil: Cruzeiro Do Sul Airport"
"1124802","Cruzeiro Do Sul, Brazil: Cruzeiro Do Sul Airport"
"1124901","Corozal, Colombia: Las Brujas"
"1124902","Corozal, Colombia: Las Brujas"
"1125001","Czestochowa, Poland: Rudniki"
"1125002","Czestochowa, Poland: Rudniki"
"1125101","Changzhou, China: Benniu Danyang"
"1125102","Changzhou, China: Benniu Danyang"
"1125201","Daytona Beach, FL: Daytona Beach Regional"
"1125202","Daytona Beach, FL: Daytona Beach International"
"1125203","Daytona Beach, FL: Daytona Beach International"
"1125301","Dhaka, Bangladesh: Zia International"
"1125302","Dhaka, Bangladesh: Hazrat Shahjalal International"
"1125401","Danang, Vietnam: Danang Airport"
"1125402","Danang, Vietnam: Danang International"
"1125403","Danang, Vietnam: Danang International"
"1125501","Daet, Philippines: Daet Airport"
"1125601","Daup, Papua New Guinea: Daup Airport"
"1125701","Daggett, CA: Barstow-Daggett"
"1125702","Daggett, CA: Barstow/Daggett"
"1125703","Daggett, CA: Barstow/Daggett"
"1125801","Dakhla Oasis, Egypt: Dakhla"
"1125901","Dallas, TX: Dallas Love Field"
"1125902","Dallas, TX: Dallas Love Field"
"1125903","Dallas, TX: Dallas Love Field"
"1126001","Damascus, Syria: Damascus International"
"1126002","Damascus, Syria: Damascus International"
"1126101","Danville, VA: Danville Regional"
"1126102","Danville, VA: Danville Regional"
"1126201","Dar Es Salaam, Tanzania: Dar Es Salaam Airport"
"1126202","Dar Es Salaam, Tanzania: Julius Nyerere International"
"1126203","Dar Es Salaam, Tanzania: Julius Nyerere International"
"1126301","Datong, China: Datong Airport"
"1126401","Daru, Papua New Guinea: Daru Airport"
"1126402","Daru, Papua New Guinea: Daru Airport"
"1126501","David, Panama: Enrique Malek International"
"1126502","David, Panama: Enrique Malek International"
"1126601","Daxian, China: Daxian Airport"
"1126701","Dayton, OH: James M Cox/Dayton International"
"1126702","Dayton, OH: James M Cox/Dayton International"
"1126901","Dabaa City, Egypt: Al Alamain International"
"1127101","Debra Marcos, Ethiopia: Debre Marcos"
"1127201","Dublin, GA: W H Bud Barron"
"1127202","Dublin, GA: W H Bud Barron"
"1127301","Dubbo, Australia: Dubbo Airport"
"1127302","Dubbo, Australia: Dubbo Airport"
"1127401","Dubuque, IA: Dubuque Regional"
"1127402","Dubuque, IA: Dubuque Regional"
"1127501","Debra Tabor, Ethiopia: Debre Tabor"
"1127502","Debra Tabor, Ethiopia: Debre Tabor"
"1127601","Dubrovnik, Yugoslavia: Dubrovnik Airport"
"1127602","Dubrovnik, Yugoslavia: Dubrovnik Airport"
"1127603","Dubrovnik, Croatia: Dubrovnik Airport"
"1127604","Dubrovnik, Croatia: Dubrovnik Airport"
"1127701","Dalby, Australia: Dalby Airport"
"1127702","Dalby, Australia: Dalby Airport"
"1127801","Washington, DC: Ronald Reagan Washington National"
"1127802","Washington, DC: Ronald Reagan Washington National"
"1127901","Roseau, Dominica: Canefield"
"1127902","Roseau, Dominica: Canefield"
"1128001","Dahl Creek, AK: Dahl Creek Airport"
"1128002","Dahl Creek, AK: Dahl Creek Airport"
"1128101","Finningley, United Kingdom: RAF Finningley"
"1128201","Decatur, AL: Pryor Field Regional"
"1128202","Decatur, AL: Pryor Field Regional"
"1128301","Dodge City, KS: Dodge City Regional"
"1128302","Dodge City, KS: Dodge City Regional"
"1128401","Dorado, Puerto Rico: Dorado Airport"
"1128402","Dorado, PR: Dorado Airport"
"1128501","Zweibrucken, Germany: Zweibrucken Airport"
"1128601","Dera Ghazi Khan, Pakistan: Dera Ghazi Khan International"
"1128701","Debrecen, Hungary: Debrecen Airport"
"1128702","Debrecen, Hungary: Debrecen Airport"
"1128801","Decatur, IL: Decatur Airport"
"1128802","Decatur, IL: Decatur Airport"
"1128901","Decorah, IA: Decorah Municipal"
"1128902","Decorah, IA: Decorah Municipal"
"1129001","Delhi, India: Delhi Airport"
"1129002","Delhi, India: Indira Gandhi International"
"1129101","Dembi Dollo, Ethiopia: Dembi Dollo Airport"
"1129102","Dembi Dollo, Ethiopia: Dembi Dollo Airport"
"1129103","Dembi Dollo, Ethiopia: Dembi Dollo Airport"
"1129201","Denver, CO: Stapleton International"
"1129202","Denver, CO: Denver International"
"1129401","Desroches, Seychelles: Desroches Airport"
"1129402","Desroches, Seychelles: Desroches Airport"
"1129501","Detroit, MI: Detroit City"
"1129502","Detroit, MI: Coleman A. Young Municipal"
"1129503","Detroit, MI: Coleman A. Young Municipal"
"1129504","Detroit, MI: Coleman A. Young Municipal"
"1129601","Deir Ezzor, Syria: Al Jafrah/Deir Ezzor"
"1129701","Defiance, OH: Defiance Memorial"
"1129702","Defiance, OH: Defiance Memorial"
