"YEAR","MONTH","AIRLINE_ID","UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","CARRIER","CARRIER_NAME","CARRIER_GROUP","CARRIER_GROUP_NEW","EMPFULL","EMPPART","EMPTOTAL","EMPFTE",
1998,6,20357,"ER","Astar USA, LLC","ER","DHL Airways",3,3,7671,2703,10374,9023,
1998,6,20366,"EV","Atlantic Southeast Airlines","EV","Atlantic Southeast Airlines",2,2,2238,269,2507,2373,
1998,6,20057,"EZ","Evergreen International Inc.","EZ","Evergreen International Inc.",2,2,462,25,487,475,
1998,6,20436,"F9","Frontier Airlines Inc.","F9","Frontier Airlines Inc.",2,2,754,197,951,853,
1998,6,20203,"FCQ","Falcon Air Express","FCQ","Falcon Air Express",1,4,106,0,106,106,
1998,6,20088,"FF","Tower Air Inc.","FF","Tower Air Inc.",2,2,1344,437,1781,1563,
1998,6,20191,"FNQ","Fine Airlines Inc.","FNQ","Fine Airlines Inc.",1,1,975,14,989,982,
1998,6,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation",3,3,88281,54399,142680,115481,
1998,6,20193,"GR","Gemini Air Cargo Airways","GR","Gemini Air Cargo Airways",1,1,317,0,317,317,
1998,6,19690,"HA","Hawaiian Airlines Inc.","HA","Hawaiian Airlines Inc.",2,2,2204,451,2655,2430,
1998,6,19991,"HP","America West Airlines Inc.","HP","America West Airlines Inc.",3,3,8776,2689,11465,10121,
1998,6,20297,"JI (1)","Midway Airlines Inc.","JI","Midway Airlines Inc.",2,2,631,330,961,796,
1998,6,20218,"JKQ","Express One International Inc.","JKQ","Express One International Inc.",1,1,489,73,562,526,
1998,6,20194,"JW","Arrow Air Inc.","JW","Arrow Air Inc.",1,1,480,0,480,480,
1998,6,20143,"KP","Kiwi International","KP","Kiwi International",2,2,413,120,533,473,
1998,6,20302,"KR","Kitty Hawk Aircargo","KR","Kitty Hawk Aircargo",1,1,591,0,591,591,
1998,6,19952,"KW","Carnival Air Lines Inc.","KW","Carnival Air Lines Inc.",2,2,170,0,170,170,
1998,6,20169,"L2","Lynden Air Cargo Airlines","L2","Lynden Air Cargo Airlines",1,4,58,8,66,62,
1998,6,20151,"M6","Amerijet International","M6","Amerijet International",1,1,632,42,674,653,
1998,6,20204,"MG","Champion Air","MG","Champion Air",1,1,286,0,286,286,
1998,6,20402,"GL","Miami Air International","MMQ","Miami Air International",1,1,347,25,372,360,
1998,6,20398,"MQ","American Eagle Airlines Inc.","MQ","American Eagle Airlines Inc.",2,2,6590,1218,7808,7199,
1998,6,20414,"OW","Executive Airlines","NA","Executive Airlines",2,2,931,568,1499,1215,
1998,6,20108,"NC","Northern Air Cargo Inc.","NC","Northern Air Cargo Inc.",1,1,224,27,251,238,
1998,6,20192,"NJ","Vanguard Airlines Inc.","NJ","Vanguard Airlines Inc.",1,1,724,153,877,801,
1998,6,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines",1,1,700,234,934,817,
1998,6,19386,"NW","Northwest Airlines Inc.","NW","Northwest Airlines Inc.",3,3,48673,2591,51264,49969,
1998,6,20347,"P9","Pro Air Inc.","P9","Pro Air Inc.",1,4,242,5,247,245,
1998,6,20305,"PCQ","Pace Airlines","PCQ","Pace Airlines",1,4,20,18,38,29,
1998,6,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways",2,2,477,89,566,522,
1998,6,20149,"PRQ","Florida West Airlines Inc.","PRQ","Florida West Airlines Inc.",1,1,53,7,60,57,
1998,6,19994,"QQ","Reno Air Inc.","QQ","Reno Air Inc.",2,2,1736,317,2053,1895,
1998,6,19687,"QX","Horizon Air","QX","Horizon Air",2,2,2605,437,3042,2824,
1998,6,20074,"REQ","Renown Aviation","REQ","Renown Aviation",1,1,102,5,107,105,
1998,6,20374,"XE","ExpressJet Airlines Inc.","RU","ExpressJet Airlines Inc.",2,2,2595,410,3005,2800,
1998,6,19385,"RV","Reeve Aleutian Airways Inc.","RV","Reeve Aleutian Airways Inc.",1,1,308,36,344,326,
1998,6,20344,"RD","Ryan International Airlines","RYQ","Ryan International Airlines",1,1,934,14,948,941,
1998,6,20042,"SAQ","Southern Air Transport Inc.","SAQ","Southern Air Transport Inc.",2,2,490,99,589,540,
1998,6,20106,"SM","Sunworld International Airlines","SM","Sunworld International Airlines",1,4,38,0,38,38,
1998,6,20146,"SPQ","Sun Pacific International","SPQ","Sun Pacific International",1,1,135,1,136,136,
1998,6,20422,"SY","Sun Country Airlines d/b/a Mn Airlines","SYQ","Sun Country Airlines",1,1,1007,70,1077,1042,
1998,6,20147,"T9","TransMeridian Airlines","T9","TransMeridian Airlines",1,1,139,0,139,139,
1998,6,19982,"TB","USAir Shuttle","TB","USAir Shuttle",2,2,520,50,570,545,
1998,6,20284,"TCQ","Express.Net Airlines","TCQ","Trans Continental Airlines",1,4,141,1,142,142,
1998,6,19658,"TKQ","Trans-Air-Link Corporation","TKQ","Trans-Air-Link Corporation",1,4,22,3,25,24,
1998,6,19898,"TNQ","Emery Worldwide Airlines","TNQ","Emery Worldwide Airlines",2,2,1098,35,1133,1116,
1998,6,20211,"TW","Trans World Airways LLC","TW","Trans World Airlines Inc.",3,3,20340,1807,22147,21244,
1998,6,20312,"TZ","ATA Airlines d/b/a ATA","TZ","American Trans Air Inc.",2,2,4791,918,5709,5250,
1998,6,20033,"U2","UFS Inc.","U2","UFS Inc.",1,1,418,104,522,470,
1998,6,20447,"U7","USA Jet Airlines Inc.","U7","USA Jet Airlines Inc.",1,1,328,8,336,332,
1998,6,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.",3,3,82684,11380,94064,88374,
1998,6,20355,"US","US Airways Inc.","US","US Airways Inc.",3,3,36027,4819,40846,38437,
1998,6,20168,"W9","Eastwind Airlines Inc.","W9","Eastwind Airlines Inc.",1,4,61,218,279,170,
1998,6,20195,"WI","Tradewinds Airlines","WI","Tradewinds Airlines",1,4,146,8,154,150,
1998,6,19393,"WN","Southwest Airlines Co.","WN","Southwest Airlines Co.",3,3,23967,840,24807,24387,
1998,6,20271,"WNQ","Winair Inc.","WNQ","Winair Inc.",1,1,102,0,102,102,
1998,6,20095,"WO","World Airways Inc.","WO","World Airways Inc.",2,2,831,38,869,850,
1998,6,20377,"X9","Omni Air Express","X9","Omni Air Express",1,1,228,8,236,232,
1998,6,20415,"NA","North American Airlines","XG","North American Airlines",1,1,146,41,187,167,
1998,6,20170,"XJ","Mesaba Airlines","XJ","Mesaba Airlines",1,1,2066,603,2669,2368,
1998,6,20207,"XP","Casino Express","XP","Casino Express",1,4,105,0,105,105,
1998,6,20314,"YX (1)","Midwest Airline, Inc.","YX","Midwest Express Airlines",2,2,1737,213,1950,1844,
1998,6,20379,"ZKQ","Zantop International","ZKQ","Zantop International",1,1,115,63,178,147,
1998,6,20046,"ZW","Air Wisconsin Airlines Corp","ZW","Air Wisconsin Airlines Corp",2,2,1226,203,1429,1328,
1998,7,20129,"1I","Sky Trek International Airlines","1I","Sky Trek International Airlines",1,1,167,0,167,167,
1998,7,20408,"3Z","Tatonduk Flying Service","3K","Tatonduk Flying Service",1,4,118,11,129,124,
1998,7,19917,"5X","United Parcel Service","5X","United Parcel Service",3,3,4678,158,4836,4757,
1998,7,20007,"5Y","Atlas Air Inc.","5Y","Atlas Air Inc.",2,2,763,2,765,764,
1998,7,20099,"6F","Laker Airways Inc.","6F","Laker Airways Inc.",1,1,226,0,226,226,
1998,7,19874,"8C","Air Transport International","8C","Air Transport International",2,2,475,18,493,484,
1998,7,20237,"AX","Trans States Airlines","9N","Trans States Airlines",2,2,1703,510,2213,1958,
1998,7,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.",3,3,74047,14443,88490,81269,
1998,7,19678,"KH","Aloha Air Cargo","AQ","Aloha Airlines Inc.",2,2,1628,790,2418,2023,
1998,7,19930,"AS","Alaska Airlines Inc.","AS","Alaska Airlines Inc.",3,3,8024,1373,9397,8711,
1998,7,20308,"WE","Centurion Cargo Inc.","C2","Challenge Air Cargo Inc.",1,1,675,4,679,677,
1998,7,20400,"PT","Capital Cargo International","CCQ","Capital Cargo International",1,4,92,4,96,94,
1998,7,20173,"CDQ","Kitty Hawk International","CDQ","American International Airways Inc.",1,1,2395,528,2923,2659,
1998,7,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.",3,3,32233,7557,39790,36012,
1998,7,20017,"CS","Continental Micronesia","CS","Continental Micronesia",2,2,1358,463,1821,1590,
1998,7,20093,"CTQ","Custom Air Transport","CTQ","Custom Air Transport",1,4,72,0,72,72,
1998,7,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.",3,3,62870,11477,74347,68609,
1998,7,20357,"ER","Astar USA, LLC","ER","DHL Airways",3,3,7710,2730,10440,9075,
1998,7,20366,"EV","Atlantic Southeast Airlines","EV","Atlantic Southeast Airlines",2,2,2277,272,2549,2413,
1998,7,20057,"EZ","Evergreen International Inc.","EZ","Evergreen International Inc.",2,2,463,27,490,477,
1998,7,20436,"F9","Frontier Airlines Inc.","F9","Frontier Airlines Inc.",2,2,754,197,951,853,
1998,7,20203,"FCQ","Falcon Air Express","FCQ","Falcon Air Express",1,4,112,0,112,112,
1998,7,20088,"FF","Tower Air Inc.","FF","Tower Air Inc.",2,2,1323,500,1823,1573,
1998,7,20437,"FL","AirTran Airways Corporation","FL","AirTran Airways Corporation",2,2,3173,544,3717,3445,
1998,7,20191,"FNQ","Fine Airlines Inc.","FNQ","Fine Airlines Inc.",1,1,977,13,990,984,
1998,7,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation",3,3,88840,54339,143179,116010,
1998,7,20368,"G4","Allegiant Air","GLQ","Allegiant Air",1,1,24,0,24,24,
1998,7,20193,"GR","Gemini Air Cargo Airways","GR","Gemini Air Cargo Airways",1,1,332,0,332,332,
1998,7,19690,"HA","Hawaiian Airlines Inc.","HA","Hawaiian Airlines Inc.",2,2,2215,491,2706,2461,
1998,7,19991,"HP","America West Airlines Inc.","HP","America West Airlines Inc.",3,3,8832,2649,11481,10157,
1998,7,20297,"JI (1)","Midway Airlines Inc.","JI","Midway Airlines Inc.",2,2,292,558,850,571,
1998,7,20218,"JKQ","Express One International Inc.","JKQ","Express One International Inc.",1,1,507,4,511,509,
1998,7,20194,"JW","Arrow Air Inc.","JW","Arrow Air Inc.",1,1,486,0,486,486,
1998,7,20143,"KP","Kiwi International","KP","Kiwi International",2,2,424,123,547,486,
1998,7,20302,"KR","Kitty Hawk Aircargo","KR","Kitty Hawk Aircargo",1,1,709,0,709,709,
1998,7,20169,"L2","Lynden Air Cargo Airlines","L2","Lynden Air Cargo Airlines",1,4,58,8,66,62,
1998,7,20151,"M6","Amerijet International","M6","Amerijet International",1,1,632,42,674,653,
1998,7,20204,"MG","Champion Air","MG","Champion Air",1,1,286,0,286,286,
1998,7,20402,"GL","Miami Air International","MMQ","Miami Air International",1,1,348,26,374,361,
1998,7,20398,"MQ","American Eagle Airlines Inc.","MQ","American Eagle Airlines Inc.",2,2,6630,1215,7845,7238,
1998,7,20414,"OW","Executive Airlines","NA","Executive Airlines",2,2,903,514,1417,1160,
1998,7,20108,"NC","Northern Air Cargo Inc.","NC","Northern Air Cargo Inc.",1,1,224,24,248,236,
1998,7,20192,"NJ","Vanguard Airlines Inc.","NJ","Vanguard Airlines Inc.",1,1,724,153,877,801,
1998,7,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines",1,1,723,267,990,857,
1998,7,19386,"NW","Northwest Airlines Inc.","NW","Northwest Airlines Inc.",3,3,48687,2651,51338,50013,
1998,7,20347,"P9","Pro Air Inc.","P9","Pro Air Inc.",1,4,255,14,269,262,
1998,7,20387,"PN","Pan American Airways Corp.","PA","Pan American World Airways",1,4,155,0,155,155,
1998,7,20305,"PCQ","Pace Airlines","PCQ","Pace Airlines",1,4,20,18,38,29,
1998,7,20125,"PNQ","Panagra Airways","PNQ","Panagra Airways",1,1,77,0,77,77,
1998,7,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways",2,2,473,94,567,520,
1998,7,20149,"PRQ","Florida West Airlines Inc.","PRQ","Florida West Airlines Inc.",1,1,57,3,60,59,
1998,7,19994,"QQ","Reno Air Inc.","QQ","Reno Air Inc.",2,2,1735,325,2060,1898,
1998,7,19687,"QX","Horizon Air","QX","Horizon Air",2,2,2660,453,3113,2887,
1998,7,20074,"REQ","Renown Aviation","REQ","Renown Aviation",1,1,105,5,110,108,
1998,7,20374,"XE","ExpressJet Airlines Inc.","RU","ExpressJet Airlines Inc.",2,2,2552,412,2964,2758,
1998,7,19385,"RV","Reeve Aleutian Airways Inc.","RV","Reeve Aleutian Airways Inc.",1,1,315,40,355,335,
1998,7,20344,"RD","Ryan International Airlines","RYQ","Ryan International Airlines",1,1,906,14,920,913,
1998,7,20042,"SAQ","Southern Air Transport Inc.","SAQ","Southern Air Transport Inc.",2,2,472,98,570,521,
1998,7,19998,"SI","Sierra Pacific Airlines","SI","Sierra Pacific Airlines",1,4,34,0,34,34,
1998,7,20106,"SM","Sunworld International Airlines","SM","Sunworld International Airlines",1,4,41,0,41,41,
1998,7,20146,"SPQ","Sun Pacific International","SPQ","Sun Pacific International",1,1,153,8,161,157,
1998,7,20422,"SY","Sun Country Airlines d/b/a Mn Airlines","SYQ","Sun Country Airlines",1,1,1001,70,1071,1036,
1998,7,20147,"T9","TransMeridian Airlines","T9","TransMeridian Airlines",1,1,139,0,139,139,
1998,7,19982,"TB","USAir Shuttle","TB","USAir Shuttle",2,2,520,50,570,545,
1998,7,20284,"TCQ","Express.Net Airlines","TCQ","Trans Continental Airlines",1,4,139,1,140,140,
1998,7,19658,"TKQ","Trans-Air-Link Corporation","TKQ","Trans-Air-Link Corporation",1,4,22,3,25,24,
1998,7,19898,"TNQ","Emery Worldwide Airlines","TNQ","Emery Worldwide Airlines",2,2,3793,1113,4906,4350,
1998,7,20211,"TW","Trans World Airways LLC","TW","Trans World Airlines Inc.",3,3,20468,1795,22263,21366,
1998,7,20312,"TZ","ATA Airlines d/b/a ATA","TZ","American Trans Air Inc.",2,2,4837,896,5733,5285,
1998,7,20033,"U2","UFS Inc.","U2","UFS Inc.",1,1,414,106,520,467,
1998,7,20447,"U7","USA Jet Airlines Inc.","U7","USA Jet Airlines Inc.",1,1,323,12,335,329,
1998,7,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.",3,3,82750,11477,94227,88489,
1998,7,20355,"US","US Airways Inc.","US","US Airways Inc.",3,3,36103,4709,40812,38458,
1998,7,20168,"W9","Eastwind Airlines Inc.","W9","Eastwind Airlines Inc.",1,4,65,241,306,186,
1998,7,20271,"WNQ","Winair Inc.","WNQ","Winair Inc.",1,1,109,0,109,109,
1998,7,20095,"WO","World Airways Inc.","WO","World Airways Inc.",2,2,831,38,869,850,
1998,7,20377,"X9","Omni Air Express","X9","Omni Air Express",1,1,225,7,232,229,
1998,7,20415,"NA","North American Airlines","XG","North American Airlines",1,1,145,41,186,166,
1998,7,20170,"XJ","Mesaba Airlines","XJ","Mesaba Airlines",1,1,2114,580,2694,2404,
1998,7,20207,"XP","Casino Express","XP","Casino Express",1,4,105,0,105,105,
1998,7,20314,"YX (1)","Midwest Airline, Inc.","YX","Midwest Express Airlines",2,2,1773,213,1986,1880,
1998,7,20379,"ZKQ","Zantop International","ZKQ","Zantop International",1,1,115,67,182,149,
1998,7,20046,"ZW","Air Wisconsin Airlines Corp","ZW","Air Wisconsin Airlines Corp",2,2,1270,219,1489,1380,
1998,8,20129,"1I","Sky Trek International Airlines","1I","Sky Trek International Airlines",1,1,170,0,170,170,
1998,8,20408,"3Z","Tatonduk Flying Service","3K","Tatonduk Flying Service",1,4,123,13,136,130,
1998,8,19917,"5X","United Parcel Service","5X","United Parcel Service",3,3,4710,160,4870,4790,
1998,8,20007,"5Y","Atlas Air Inc.","5Y","Atlas Air Inc.",2,2,780,2,782,781,
1998,8,20099,"6F","Laker Airways Inc.","6F","Laker Airways Inc.",1,1,218,0,218,218,
1998,8,19874,"8C","Air Transport International","8C","Air Transport International",2,2,501,15,516,509,
1998,8,20237,"AX","Trans States Airlines","9N","Trans States Airlines",2,2,1721,526,2247,1984,
1998,8,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.",3,3,75472,13850,89322,82397,
1998,8,19678,"KH","Aloha Air Cargo","AQ","Aloha Airlines Inc.",2,2,1626,781,2407,2017,
1998,8,19930,"AS","Alaska Airlines Inc.","AS","Alaska Airlines Inc.",3,3,8018,1370,9388,8703,
1998,8,20308,"WE","Centurion Cargo Inc.","C2","Challenge Air Cargo Inc.",1,1,627,4,631,629,
1998,8,20400,"PT","Capital Cargo International","CCQ","Capital Cargo International",1,4,101,0,101,101,
1998,8,20173,"CDQ","Kitty Hawk International","CDQ","American International Airways Inc.",1,1,2372,510,2882,2627,
1998,8,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.",3,3,32254,7689,39943,36099,
1998,8,20017,"CS","Continental Micronesia","CS","Continental Micronesia",2,2,1362,507,1869,1616,
1998,8,20093,"CTQ","Custom Air Transport","CTQ","Custom Air Transport",1,4,73,0,73,73,
1998,8,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.",3,3,63007,12626,75633,69320,
1998,8,20357,"ER","Astar USA, LLC","ER","DHL Airways",3,3,7763,2658,10421,9092,
1998,8,20366,"EV","Atlantic Southeast Airlines","EV","Atlantic Southeast Airlines",2,2,2286,257,2543,2415,
1998,8,20057,"EZ","Evergreen International Inc.","EZ","Evergreen International Inc.",2,2,476,26,502,489,
1998,8,20436,"F9","Frontier Airlines Inc.","F9","Frontier Airlines Inc.",2,2,803,234,1037,920,
1998,8,20203,"FCQ","Falcon Air Express","FCQ","Falcon Air Express",1,4,112,0,112,112,
1998,8,20088,"FF","Tower Air Inc.","FF","Tower Air Inc.",2,2,1345,502,1847,1596,
1998,8,20437,"FL","AirTran Airways Corporation","FL","AirTran Airways Corporation",2,2,3197,556,3753,3475,
1998,8,20191,"FNQ","Fine Airlines Inc.","FNQ","Fine Airlines Inc.",1,1,994,13,1007,1001,
1998,8,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation",3,3,89079,54188,143267,116173,
1998,8,20368,"G4","Allegiant Air","GLQ","Allegiant Air",1,1,24,0,24,24,
1998,8,20193,"GR","Gemini Air Cargo Airways","GR","Gemini Air Cargo Airways",1,1,336,0,336,336,
1998,8,19690,"HA","Hawaiian Airlines Inc.","HA","Hawaiian Airlines Inc.",2,2,2220,482,2702,2461,
1998,8,19991,"HP","America West Airlines Inc.","HP","America West Airlines Inc.",3,3,8830,2680,11510,10170,
1998,8,20297,"JI (1)","Midway Airlines Inc.","JI","Midway Airlines Inc.",2,2,271,604,875,573,
1998,8,20218,"JKQ","Express One International Inc.","JKQ","Express One International Inc.",1,1,494,32,526,510,
1998,8,20194,"JW","Arrow Air Inc.","JW","Arrow Air Inc.",1,1,457,0,457,457,
1998,8,20143,"KP","Kiwi International","KP","Kiwi International",2,2,439,120,559,499,
1998,8,20302,"KR","Kitty Hawk Aircargo","KR","Kitty Hawk Aircargo",1,1,714,0,714,714,
1998,8,20169,"L2","Lynden Air Cargo Airlines","L2","Lynden Air Cargo Airlines",1,4,61,7,68,65,
1998,8,20151,"M6","Amerijet International","M6","Amerijet International",1,1,667,41,708,688,
1998,8,20204,"MG","Champion Air","MG","Champion Air",1,1,286,0,286,286,
1998,8,20402,"GL","Miami Air International","MMQ","Miami Air International",1,1,350,25,375,363,
1998,8,20398,"MQ","American Eagle Airlines Inc.","MQ","American Eagle Airlines Inc.",2,2,6692,1208,7900,7296,
1998,8,20414,"OW","Executive Airlines","NA","Executive Airlines",2,2,891,451,1342,1117,
1998,8,20108,"NC","Northern Air Cargo Inc.","NC","Northern Air Cargo Inc.",1,1,225,14,239,232,
1998,8,20192,"NJ","Vanguard Airlines Inc.","NJ","Vanguard Airlines Inc.",1,1,727,149,876,802,
1998,8,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines",1,1,767,259,1026,897,
1998,8,19386,"NW","Northwest Airlines Inc.","NW","Northwest Airlines Inc.",3,3,42557,2677,45234,43896,
1998,8,20347,"P9","Pro Air Inc.","P9","Pro Air Inc.",1,4,237,14,251,244,
1998,8,20387,"PN","Pan American Airways Corp.","PA","Pan American World Airways",1,4,177,0,177,177,
1998,8,20305,"PCQ","Pace Airlines","PCQ","Pace Airlines",1,4,20,18,38,29,
1998,8,20125,"PNQ","Panagra Airways","PNQ","Panagra Airways",1,1,75,0,75,75,
1998,8,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways",2,2,456,93,549,503,
1998,8,20149,"PRQ","Florida West Airlines Inc.","PRQ","Florida West Airlines Inc.",1,1,57,3,60,59,
1998,8,19994,"QQ","Reno Air Inc.","QQ","Reno Air Inc.",2,2,1687,330,2017,1852,
1998,8,19687,"QX","Horizon Air","QX","Horizon Air",2,2,2643,456,3099,2871,
1998,8,20074,"REQ","Renown Aviation","REQ","Renown Aviation",1,1,104,8,112,108,
1998,8,20374,"XE","ExpressJet Airlines Inc.","RU","ExpressJet Airlines Inc.",2,2,2360,421,2781,2571,
1998,8,19385,"RV","Reeve Aleutian Airways Inc.","RV","Reeve Aleutian Airways Inc.",1,1,311,39,350,331,
1998,8,20344,"RD","Ryan International Airlines","RYQ","Ryan International Airlines",1,1,928,14,942,935,
1998,8,20042,"SAQ","Southern Air Transport Inc.","SAQ","Southern Air Transport Inc.",2,2,334,64,398,366,
1998,8,19998,"SI","Sierra Pacific Airlines","SI","Sierra Pacific Airlines",1,4,22,0,22,22,
1998,8,20106,"SM","Sunworld International Airlines","SM","Sunworld International Airlines",1,4,41,0,41,41,
1998,8,20146,"SPQ","Sun Pacific International","SPQ","Sun Pacific International",1,1,166,5,171,169,
1998,8,20422,"SY","Sun Country Airlines d/b/a Mn Airlines","SYQ","Sun Country Airlines",1,1,1002,75,1077,1040,
1998,8,20147,"T9","TransMeridian Airlines","T9","TransMeridian Airlines",1,1,145,0,145,145,
1998,8,19982,"TB","USAir Shuttle","TB","USAir Shuttle",2,2,532,38,570,551,
1998,8,20284,"TCQ","Express.Net Airlines","TCQ","Trans Continental Airlines",1,4,147,0,147,147,
1998,8,19658,"TKQ","Trans-Air-Link Corporation","TKQ","Trans-Air-Link Corporation",1,4,26,3,29,28,
1998,8,19898,"TNQ","Emery Worldwide Airlines","TNQ","Emery Worldwide Airlines",2,2,3793,1113,4906,4350,
1998,8,20211,"TW","Trans World Airways LLC","TW","Trans World Airlines Inc.",3,3,20245,1753,21998,21122,
1998,8,20312,"TZ","ATA Airlines d/b/a ATA","TZ","American Trans Air Inc.",2,2,4886,937,5823,5355,
1998,8,20033,"U2","UFS Inc.","U2","UFS Inc.",1,1,422,110,532,477,
1998,8,20447,"U7","USA Jet Airlines Inc.","U7","USA Jet Airlines Inc.",1,1,320,10,330,325,
1998,8,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.",3,3,82937,11142,94079,88508,
1998,8,20355,"US","US Airways Inc.","US","US Airways Inc.",3,3,36136,4634,40770,38453,
1998,8,20168,"W9","Eastwind Airlines Inc.","W9","Eastwind Airlines Inc.",1,4,67,250,317,192,
1998,8,20195,"WI","Tradewinds Airlines","WI","Tradewinds Airlines",1,4,172,5,177,175,
1998,8,19393,"WN","Southwest Airlines Co.","WN","Southwest Airlines Co.",3,3,24885,405,25290,25088,
1998,8,20271,"WNQ","Winair Inc.","WNQ","Winair Inc.",1,1,130,0,130,130,
1998,8,20095,"WO","World Airways Inc.","WO","World Airways Inc.",2,2,831,38,869,850,
1998,8,20377,"X9","Omni Air Express","X9","Omni Air Express",1,1,215,5,220,218,
1998,8,20415,"NA","North American Airlines","XG","North American Airlines",1,1,143,36,179,161,
1998,8,20170,"XJ","Mesaba Airlines","XJ","Mesaba Airlines",1,1,2112,591,2703,2408,
1998,8,20207,"XP","Casino Express","XP","Casino Express",1,4,105,0,105,105,
1998,8,20314,"YX (1)","Midwest Airline, Inc.","YX","Midwest Express Airlines",2,2,1803,219,2022,1913,
1998,8,20379,"ZKQ","Zantop International","ZKQ","Zantop International",1,1,115,67,182,149,
1998,8,20046,"ZW","Air Wisconsin Airlines Corp","ZW","Air Wisconsin Airlines Corp",2,2,1299,216,1515,1407,
1998,9,20129,"1I","Sky Trek International Airlines","1I","Sky Trek International Airlines",1,1,156,0,156,156,
1998,9,20408,"3Z","Tatonduk Flying Service","3K","Tatonduk Flying Service",1,4,126,12,138,132,
1998,9,19917,"5X","United Parcel Service","5X","United Parcel Service",3,3,4737,167,4904,4821,
1998,9,20007,"5Y","Atlas Air Inc.","5Y","Atlas Air Inc.",2,2,803,2,805,804,
1998,9,19874,"8C","Air Transport International","8C","Air Transport International",2,2,519,14,533,526,
1998,9,20237,"AX","Trans States Airlines","9N","Trans States Airlines",2,2,1749,512,2261,2005,
1998,9,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.",3,3,74643,14435,89078,81861,
1998,9,19678,"KH","Aloha Air Cargo","AQ","Aloha Airlines Inc.",2,2,1604,770,2374,1989,
1998,9,19930,"AS","Alaska Airlines Inc.","AS","Alaska Airlines Inc.",3,3,7899,1377,9276,8588,
1998,9,20308,"WE","Centurion Cargo Inc.","C2","Challenge Air Cargo Inc.",1,1,777,4,781,779,
1998,9,20400,"PT","Capital Cargo International","CCQ","Capital Cargo International",1,4,99,0,99,99,
1998,9,20173,"CDQ","Kitty Hawk International","CDQ","American International Airways Inc.",1,1,2348,518,2866,2607,
1998,9,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.",3,3,32343,7739,40082,36213,
1998,9,20093,"CTQ","Custom Air Transport","CTQ","Custom Air Transport",1,4,63,0,63,63,
1998,9,20357,"ER","Astar USA, LLC","ER","DHL Airways",3,3,7834,2597,10431,9133,
1998,9,20366,"EV","Atlantic Southeast Airlines","EV","Atlantic Southeast Airlines",2,2,2308,270,2578,2443,
1998,9,20057,"EZ","Evergreen International Inc.","EZ","Evergreen International Inc.",2,2,473,25,498,486,
1998,9,20436,"F9","Frontier Airlines Inc.","F9","Frontier Airlines Inc.",2,2,857,267,1124,991,
1998,9,20203,"FCQ","Falcon Air Express","FCQ","Falcon Air Express",1,4,130,0,130,130,
1998,9,20088,"FF","Tower Air Inc.","FF","Tower Air Inc.",2,2,1336,483,1819,1578,
1998,9,20437,"FL","AirTran Airways Corporation","FL","AirTran Airways Corporation",2,2,3178,564,3742,3460,
1998,9,20191,"FNQ","Fine Airlines Inc.","FNQ","Fine Airlines Inc.",1,1,1017,18,1035,1026,
1998,9,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation",3,3,89322,54349,143671,116497,
1998,9,20368,"G4","Allegiant Air","GLQ","Allegiant Air",1,1,25,0,25,25,
1998,9,20193,"GR","Gemini Air Cargo Airways","GR","Gemini Air Cargo Airways",1,1,343,0,343,343,
1998,9,19690,"HA","Hawaiian Airlines Inc.","HA","Hawaiian Airlines Inc.",2,2,2238,437,2675,2457,
1998,9,19991,"HP","America West Airlines Inc.","HP","America West Airlines Inc.",3,3,8899,2701,11600,10250,
1998,9,20297,"JI (1)","Midway Airlines Inc.","JI","Midway Airlines Inc.",2,2,261,608,869,565,
1998,9,20218,"JKQ","Express One International Inc.","JKQ","Express One International Inc.",1,1,478,32,510,494,
1998,9,20194,"JW","Arrow Air Inc.","JW","Arrow Air Inc.",1,1,456,0,456,456,
1998,9,20143,"KP","Kiwi International","KP","Kiwi International",2,2,436,122,558,497,
1998,9,20302,"KR","Kitty Hawk Aircargo","KR","Kitty Hawk Aircargo",1,1,662,0,662,662,
1998,9,20169,"L2","Lynden Air Cargo Airlines","L2","Lynden Air Cargo Airlines",1,4,61,7,68,65,
